

Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.390
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN
DKLA-23240      |10470|HARD DRIVE 2.5" ATA-IDE 3.2GB REFURB FOR THINKPAD MOD#2626-COU  |HD ATA-IDE 3.2  | $182.00|EACH    |   0
BRACKET25       |14501|HARD DRIVE ADAPTER KIT IDE 2.5-3.5 W/MOUNTING BRACKET 40/44PIN  |2.5"-3.5"ADPTR  |   $9.95|EACH    |   1
ST305004EXA101-R|13343|HARD DRIVE EXTERNAL 3.5" SEAGATE 500GB USB-2.0 PLUG-N-PLAY      |HD-EXT-500GB    |  $79.95|EACH    |   0
STEB2000100     |13929|HARD DRIVE EXTERNAL 3.5" SEAGATE EXPANSION USB-3.0 2TB          |HD-EXT-2TB-3.5  |  $94.95|EACH    |   1
STBV3000100     |14146|HARD DRIVE EXTERNAL 3.5" USB-3.0 3TB SEAGATE EXPANSION STBV30001|HD-EXT-3TB      | $119.95|EACH    |   1
STEB4000100     |15054|HARD DRIVE EXTERNAL 3.5" USB-3.0 4TB SEAGATE EXPANSION          |HD-EXT-4TB      | $114.95|EACH    |   1
STEB5000100     |15406|HARD DRIVE EXTERNAL 3.5" USB-3.0 5TB SEAGATE EXPANSION          |HD-EXT-5TB      | $129.95|EACH    |   0
34280           |13567|HARD DRIVE EXTERNAL DESKTOP PROFESSIONAL 3.5" ESATA/USB-2.0 1TB |HD-EXT-1TB-ESA  | $129.95|EACH    |   0
STEL6000100     |16172|HARD DRIVE EXTERNAL HUB 3.5" USB-3.0 SEAGATE BACKUP PLUS 6TB    |HD-EXT-3.5-6TB  | $139.95|EACH    |   2
STDR2000100     |14884|HARD DRIVE EXTERNAL PORTABLE BACKUP PLUS SLIM 2TB               |HD-EXT-2TB-POR  |  $79.95|EACH    |   5
ST905003FAA2E1-R|13425|HARD DRIVE EXTERNAL PORTABLE MINI 2.5" SEAGATE FREEAGENT GO 500G|HD-EXT-500GB    |  $79.95|EACH    |   0
STDR1000100     |13964|HARD DRIVE EXTERNAL PORTABLE SLIM 2.5" USB-3.0 1TB              |HD-EXT-2.5-1TB  |  $69.95|EACH    |   3
STDR4000901     |16173|HARD DRIVE EXTERNAL PORTABLE SLIM 2.5" USB-3.0 4TB              |HD-EXT-2.5-4TB  | $119.95|EACH    |   2
STDR5000100     |16174|HARD DRIVE EXTERNAL PORTABLE SLIM 2.5" USB-3.0 5TB              |HD-EXT-2.5-5TB  | $144.98|EACH    |   2
STAA320100      |14177|HARD DRIVE EXTERNAL PORTABLE USB-2.0 320GB SEAGATE FREEAGENT GOF|HD-EXT-320GB    |  $59.95|EACH    |   0
STEA500400      |13377|HARD DRIVE EXTERNAL PORTABLE USB3.0 500GB SEAGATE STEA500400    |HD-EXT-500GB-M  |  $59.95|EACH    |   2
?               |12475|HARD DRIVE FROM CSS                                             |CSS-HD          |  $55.00|EACH    |   0
6L020J1         |10862|HARD DRIVE IDE ULTRA ATA/133 20GB 7200RPM                       |6L020J1         |  $92.95|EACH    |   0
WD10EZEX        |13851|HARD DRIVE INTERNAL 3.5" 1TB SATA3 64MB 7200RPM (OEM)           |HD-INT-1TB      |  $59.95|EACH    |   1
ST2000DM001     |14689|HARD DRIVE INTERNAL 3.5" 2TB SATA III 7200RPM W/64MB CACHE (OEM)|HD-INT-2TB      |  $74.95|EACH    |   1
ST3000DM008     |14690|HARD DRIVE INTERNAL 3.5" 3TB SATA 6GB/S 64MB CACHE 7200RPM OEM  |HD-INT-3TB      |  $99.95|EACH    |   1
ST500DM002      |13877|HARD DRIVE INTERNAL 3.5" 500GB SATA 6GB/S NCQ 16MB CACHE 7200RPM|HD-INT-500GB    |  $49.95|EACH    |   1
???             | 9569|HARD DRIVE KIT 3.5" TO 5.25" BAY MOUNTING HARDWARE              |3.5"DISK ADP    |   $3.95|EACH    |   5
ST3750640AS     |12820|HARD DRIVE SEAGATE BARRACUDA 750GB 7200RPM 3.0GB/S              |HD-750GB-SATA   | $235.00|EACH    |   0
2614214         |14782|HARDWARE ANCHOR WEDGE CONCRETE ZINC-PLATED 1/4" X 2-1/4"        |ANCHOR-WEDG1/4  |   $1.00|EACH    |  16


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:01.770
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

?               |14833|HARDWARE BADGE ACCESSORY PINBACK ADHESIVE-BACKED NICKEL-PLATED 1|BADGE-PINBACK   |   $0.50|EACH    |  91
?               | 1782|HARDWARE TRANSISTOR MOUNTING KIT TO-220                         |TO-220MTGKIT    |   $0.75|EACH    |  92
?               |13779|HARDWARE TRANSISTOR MOUNTING KIT TO-220                         |TO-220MTGKIT-K  |   $0.79|EACH    |   0
4725            | 1783|HARDWARE TRANSISTOR MOUNTING TO-3                               |4725            |   $1.18|EACH    |   6
                | 1113|HARDWARE TRANSISTOR MTG T220                                    |XHMT            |   $0.65|EACH    |   6
44N1884         | 1785|HARDWARE TRANSISTOR PAD HEAT SINK INSULATOR CLIP MTG TO-220     |07FG-66         |   $0.05|EACH    | 802
44N1873         | 1786|HARDWARE TRANSISTOR PAD HEAT SINK INSULATOR DO-4                |07FG-22         |   $0.05|EACH    | 390
44N1867         | 1784|HARDWARE TRANSISTOR PAD HEAT SINK INSULATOR TO-3                |07FG-02         |   $0.49|EACH    | 861
81F9776         | 1781|HARDWARE TRANSISTOR PAD INSULATING WAFER ALUM TO-3              |173-7-320-P     |   $0.06|EACH    |  17
???             | 8977|HARDWARE TRANSISTOR WASHER SHOULDER FIBER 1/4ID X 1/2OD BLACK   |HWF             |   $0.05|EACH    | 147
2661            | 1827|HARDWARE TRANSISTOR WASHER SHOULDER NYLON #2                    |2661            |   $0.03|EACH    | 520
2660            | 1826|HARDWARE TRANSISTOR WASHER SHOULDER NYLON #4                    |2660            |   $0.05|EACH    | 382
???"            | 8978|HARDWARE TRANSISTOR WASHER SHOULDER NYLON 1/4ID X 1/2OD         |HWN             |   $0.05|EACH    | 102
?               |14379|HDW  ANCHOR CONCRETE WEDGE 1/4-20 X 3-1/4"  2-1/4"-THREAD       |HDW-WEDGE-CONC  |   $1.00|EACH    |  13
EPS05B          |10226|HDW 5 OUTLET STRIP 3 LINE AND PHONE SURGE PROT 90J              |5OUTPS-PH       |   $9.73|EACH    |   0
?               |10270|HDW ADAPTER MALE 2" PVC                                         |HDWAM2P         |   $1.39|EACH    |   0
1591Z           |13407|HDW ADAPTER PC BOARD CARD FOR HAMMOND 1591 SERIES BOXES         |1591Z           |   $0.50|EACH    | 100
450N            |11515|HDW ANCHOR 1/2" X 2 1/4" PARASLEEVE CONCRETE                    |HDWANCS1/2      |   $1.31|EACH    |   0
501N            |11514|HDW ANCHOR 1/2" X 3 3/4" PARAWEDGE CONCRETE GRADE #2            |HDWANCW1/2      |   $1.59|EACH    |   0
?               |16063|HDW ANCHOR DRYWALL SELF-DRILLING ZINC #6-#10 SCREW SIZE         |EZ-ANCHOR-ZINC  |   $0.35|EACH    |  33
??              |10213|HDW ANCHOR HOLLOW WALL 1/4-20 SHORT                             |1/4-20HWA       |   $1.05|EACH    |   0
?               | 7816|HDW ANCHOR HOLLOW WALL 10/24 SHORT GRIP 1/8"-5/8" HOLE 3/8"     |HDAHW8/32X2.00  |   $1.00|EACH    |   6
?               | 7815|HDW ANCHOR HOLLOW WALL 6/32X1.25 GRIP 3/8-1/2" HOLE 5/16"       |HDAHW6/32X1.25  |   $1.47|EACH    |   4
                | 3828|HDW ANCHOR HOLLOW WALL 6/32X2" GRIP 7/8-1 1/4" HOLE 1/4"        |HDWAHW6/32X2    |   $1.44|EACH    |   3
24014           |11345|HDW ANCHOR HOLLOW WALL SNAPTOGGLE 1/4-20 3/8"-3-5/8"GRIP RANGE 1|SNAP-TOGGLE1/4  |   $1.00|EACH    |  18
?               |16064|HDW ANCHOR HOLLOW WALL TOGGLE SELF-DRILLING W/#8 SCREW          |TOGGLE-SELFDRI  |   $1.50|EACH    |  18
5650            | 3830|HDW ANCHOR NYLON EXPANSION TAP-IN 1/4"X1" FLAT HEAD             |HDWANC1/4       |   $0.30|EACH    |  33
???             | 8256|HDW ANCHOR SELF-DRILLING EXPANSION 1/4X20 1/2" HOLE SNAP-OFF    |STEEL-ANCHOR    |   $1.50|EACH    |  12
                | 3829|HDW ANCHOR SHIELD LAG 1/4X1.5" 1/2" HOLE                        |HDWSL1/4X1.5    |   $0.50|EACH    |   0
4650            | 3833|HDW ANCHOR UNITAP 3/16"X1" FLAT HEAD                            |HDWANC1/4       |   $0.25|EACH    |  82
?               |10072|HDW ANCHOR WEDGE 3/8" X 2 1/4" CONCRETE ZINC PLATED STEEL       |ANCHOR-WEDGE    |   $1.25|EACH    |  25
BH7             |14332|HDW ANGLE BRACKET 25LB WIRE & CHAIN DROPS ZINC PHOSPHATE FINISH |ANGLE-BRKT25LB  |   $1.25|EACH    |   6
1410-300        | 5307|HDW BEARING BALL STEEL .125"                                    |BEBS.125        |   $0.50|EACH    |  10
1500-0781       | 5313|HDW BELT DRIVE D.P.                                             |1500-0781       |   $3.92|EACH    |   1
                | 5324|HDW BELT FOR PLOTTER 7550                                       |07550-60085     |  $10.00|EACH    |   1
                | 5318|HDW BELT SEPARATION CANON COPIER                                |RS1-8074        |   $1.05|EACH    |   5
?               |11737|HDW BOLT 1/2-13 X 2                                             |1/2-13X2        |   $0.29|EACH    |   0
?               | 9056|HDW BOLT CAP 1/4-20 X 1" HEX HEAD                               |1/4-20X1        |   $0.15|EACH    |  36
?               | 9055|HDW BOLT CAP 1/4-20 X 1-1/2" HEX HEAD                           |1/4-20X1 1/2    |   $0.20|EACH    |  58
                | 3860|HDW BOLT CAP 1/4-20 X 2 1/4" HEX HEAD                           |HDWCB1/4X21/4   |   $0.25|EACH    |  21
?               |10238|HDW BOLT CAP 1/4-20 X 3" HEX HEAD                               |1/4-20X3        |   $0.30|EACH    |  83
1/4X3/4 CAP SCRW| 3837|HDW BOLT CAP 1/4-20 X 3/4" HEX HEAD                             |1/4-20X3/4 HH   |   $0.15|EACH    |  47
                | 3859|HDW BOLT CAP 1/4-28 X 1-1/4" HEX HEAD                           |HDWCB1/4X11/4   |   $0.25|EACH    |   2
???             | 8252|HDW BOLT CAP 5/16 -18 X 3" HEX HEAD                             |CARRIAGE BOLT   |   $0.50|EACH    |   2
?               |11736|HDW BOLT CAP 7/16-14 X 2" HEX HEAD                              |7/16-14X2       |   $0.50|EACH    |   3
                | 3858|HDW BOLT CARRIAGE 1/4-20 X 2 1/2"                               |HDWCB1/4X21/2   |   $0.30|EACH    |  66
?               |13362|HDW BOLT CARRIAGE 1/4-20 X 3"                                   |CAR-BOLT-1/4X3  |   $0.15|EACH    |   0
?               |14676|HDW BOLT CARRIAGE 3/8-16X3/4                                    |3/8-16X3/4CAR   |   $0.40|EACH    |  98
7594            | 9655|HDW BOLT CARRIAGE 5/16-18 X 2"                                  |5/16-18X2       |   $0.50|EACH    |   1
?               |15729|HDW BOLT MACHINE SCREW 1/4-20X1-1/2" PAN HEAD SLOTTED/PHILLIPS  |1.4-20X2-PHILL  |   $0.15|EACH    | 100
?               |11623|HDW BOLT SPRING 3/8-16 X 1-5/8"L .17" HOLE                      |SPRINGBOLT3/8   |   $4.50|EACH    |  10
?               |15040|HDW BOLT ZINC-PLATED STEEL 3/8-16 X 1-1/2"                      |BOLT3/8-16X1.5  |   $0.65|EACH    |  60
?               |12417|HDW BOX DUPLEX 2"X3" GANGABLE 3-1/2" EXTRA DEEP W/EARS 3/4"KO   |HDWBE2X3 DEEP   |   $3.44|EACH    |   0
?               |10921|HDW BOX DUPLEX METAL 2"X3" X 2-1/2"D GANGABLE W/PLASTER EARS 1/2|HDWBE2X3        |   $4.51|EACH    |   0
V108R           |10148|HDW BOX ELECTRICAL METAL 2"X3" X 2-1/2"D SINGLE GANG            |HDBE2X3         |   $2.45|EACH    |   2
SDPT5           |10073|HDW BRACKET 2X4 (RELAY RACK POWER STRIP MOUNTING)               |HDWBRK2X4       |   $1.36|EACH    |   0
4PB61           | 8810|HDW BRACKET CORNER BRACE 1/2" X 1-1/2"                          |LCM1/2-1 1/2    |   $0.75|EACH    |  10
4PE73           | 8812|HDW BRACKET FLAT CORNER BRACE 1/2"X2-1/2" W/4-HOLES             |FLCM1/2-2 1/2   |   $1.95|EACH    |  10
                | 3763|HDW BRACKET L CORNER ZINC FINISH 1/2" X 1" X 1"                 |LCM1/2-1/2      |   $0.70|EACH    |  15


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:01.787
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

???             | 8811|HDW BRACKET MENDING PLATE 3/4"X3"                               |MENDPLATE       |   $1.00|EACH    |   4
SDPT5           |10133|HDW BRACKET MODIFIED/CUT IN HALF DRILL 2 HOLES                  |HDWBRKMOD       |   $0.68|EACH    |  59
SJ5003          |13935|HDW BUMPER RUBBER FEET .44" WIDE X .20" HIGH HEMISPERE BLACK    |SJ5003          |   $0.15|EACH    |1300
SJ5018          | 3866|HDW BUMPER RUBBER FEET .5X.5X.2H TAPERED SQUARE BLACK           |BUMPER-FOOT-SQ  |   $0.20|EACH    | 108
2135            | 4834|HDW BUMPER RUBBER FEET ROUND #8 HOLE 31/32" X 3/8"              |2135            |   $0.80|EACH    |  13
SB-750-10       | 3039|HDW BUSHING .625IDX.75OD PLASTIC                                |750-10          |   $0.25|EACH    |   5
???             | 7869|HDW BUSHING 0.125" PLASTIC                                      |1/8 BUSHING     |   $0.20|EACH    |   5
SB 250-2        | 7870|HDW BUSHING 0.250" PLASTIC                                      |250-2           |   $0.20|EACH    |  40
???             | 7871|HDW BUSHING 0.312" PLASTIC                                      |5/16 BUSHING    |   $0.20|EACH    |   9
SB 312-3        | 7872|HDW BUSHING 0.312" PLASTIC                                      |312-3           |   $0.20|EACH    |  20
SB 375-4        | 7873|HDW BUSHING 0.375" PLASTIC                                      |375-4           |   $0.20|EACH    |  35
SB 437-5        | 7874|HDW BUSHING 0.437" PLASTIC                                      |437-5           |   $0.20|EACH    |  36
SB 500-4        | 7876|HDW BUSHING 0.500" PLASTIC                                      |500-4           |   $0.25|EACH    |  18
SB 500-6        | 7877|HDW BUSHING 0.500" PLASTIC                                      |500-6           |   $0.25|EACH    |  39
SB 562-7        | 7879|HDW BUSHING 0.562" PLASTIC                                      |562-7           |   $0.25|EACH    |  25
SB 625-8        | 7880|HDW BUSHING 0.625" PLASTIC                                      |625-8           |   $0.25|EACH    |  22
SB 687-9        | 7881|HDW BUSHING 0.687" PLASTIC                                      |687-9           |   $0.25|EACH    |   3
SB 812-10       | 7882|HDW BUSHING 0.812" PLASTIC                                      |812-10          |   $0.30|EACH    |  10
B-875-750       | 7891|HDW BUSHING 0.875" PLASTIC                                      |875-750         |   $0.30|EACH    |   2
SB-1.00-12      | 3044|HDW BUSHING 1.00" ID  PLASTIC                                   |SB-1.00-12      |   $0.30|EACH    |   4
SB-1.093-14     | 3046|HDW BUSHING 1.093"ID  PLASTIC                                   |SB-1.093-14     |   $0.30|EACH    |   3
SB 1500-21      | 7895|HDW BUSHING 1.500" PLASTIC                                      |1500-21         |   $0.35|EACH    |   3
2400            | 7896|HDW BUSHING 2.000" PLASTIC SB 2000-26                           |2000-26         |   $0.50|EACH    |  10
SB 875-6        | 7883|HDW BUSHING 7/8" .875 PLASTIC                                   |875-6           |   $0.30|EACH    |  16
SB 875-11       | 7886|HDW BUSHING 7/8" .875" PLASTIC                                  |875-11          |   $0.30|EACH    |  23
SB 875-8        | 7889|HDW BUSHING INSULATING 0.875" PLASTIC                           |875-8           |   $0.30|EACH    |  10
SB 875-6        | 7890|HDW BUSHING INSULATING 0.875" PLASTIC                           |875-6           |   $0.30|EACH    |   7
N-875           | 7884|HDW BUSHING NYLET INSULATING 7/8" .875" PLASTIC                 |N-875           |   $0.25|EACH    |  11
OCB-875         | 7885|HDW BUSHING OPEN/CLOSED 0.875" PLASTIC                          |OCB-875         |   $0.30|EACH    |   7
UB-875          | 7888|HDW BUSHING UNIVERSAL 0.875" PLASTIC                            |UB 875          |   $0.30|EACH    |   1
UB-1093         | 7892|HDW BUSHING UNIVERSAL 1.093" PLASTIC                            |UB-1093         |   $0.50|EACH    |   2
?               |10237|HDW CAP BOLT 1/4-20X2 1/2" ALL THREAD                           |1/4-20X2 1/2    |   $0.42|EACH    |   0
1/4X3/4 CADIUM  | 8987|HDW CAP BOLT 1/4-20X3/4 (HEX HEAD) CADIUM                       |1/4-20X34 HH    |   $0.70|EACH    |   0
?               | 9058|HDW CAP BOLT 5/16"X1"                                           |HDWCB5/16X1     |   $0.02|EACH    |   0
?               | 9057|HDW CAP BOLT 5/16"X3/4"                                         |HDWCB5/16X3/4   |   $0.02|EACH    |   0
2322825         |12430|HDW CARRIGE BOLT 5/16"X6"                                       |BOLT 5/16X6"    |   $0.18|EACH    |   0
3471-2G         | 9666|HDW CATCH FLEXIGRIP                                             |3471            |   $0.84|EACH    |   0
3472-2G         | 9667|HDW CATCH ROLLER                                                |3472-2G         |   $0.84|EACH    |   0
???             | 3766|HDW CLAMP CONDUIT 1/2 INCH ROUND                                |CLAMP           |   $0.35|EACH    |   3
45921           | 3767|HDW CLAMP CONDUIT EMT 3/4 INCH ROUND                            |CLAMP           |   $0.77|EACH    |   9
                | 7695|HDW CLAMP FOR 4IN PIPE                                          |PVC             |   $3.65|EACH    |   0
                | 7694|HDW CLAMP RISER FOR 4IN PIPE                                    |PVC             |   $8.16|EACH    |   0
W62-1           | 6183|HDW CLAMP WEDGE 2 AL                                            |W62-1           |   $3.15|EACH    |   0
?               |11659|HDW COMPUTER CASE THUMB SPEED SCREW 6-32 THREAD                 |SPEEDSCREW      |   $0.40|EACH    |  47
?               |12602|HDW COMPUTER FAN SCREW                                          |FAN-SCREW       |   $0.10|EACH    | 103
?               |11093|HDW COMPUTER SCREW CD-ROM                                       |SCREW-CD ROM    |   $0.12|EACH    |  56
?               |11092|HDW COMPUTER SCREW FLOPPY DRIVE                                 |SCREW-FLOPPY    |   $0.11|EACH    |  40
?               |11094|HDW COMPUTER SCREW HARD DRIVE                                   |SCREW-HD        |   $0.11|EACH    |  62
?               |11091|HDW COMPUTER SCREW PC CASE                                      |SCREW-PC CASE   |   $0.11|EACH    |  40
